Symbol,Market Cap
ICE,90721114659.00
ICFI,1573875515.00
ICL,6684490757.00
ICLR,15002201882.00
ICUI,3514146051.00
IDA,6835099479.00
IDCC,9030931396.00
IDT,1268867744.00
IDXX,57290933735.00
IDYA,3156867352.00
IE,2211241793.00
IEP,4837680647.00
IESC,8353419547.00
IEX,13400294527.00
IFF,17027848240.00
IFS,4726429043.00
IGIC,1083516643.00
IHG,20424241161.00
IHS,2444122068.00
IIPR,1425528738.00
ILMN,19562984000.00
IMAX,1949135379.00
IMCR,1933872834.00
IMKTA,1446991564.00
IMNM,1842459465.00
IMO,46820571990.00
IMOS,1000944824.00
IMPPP,1175285054.00
IMSR,1141392657.00
IMTX,1442800506.00
IMVT,4015585211.00
INBX,1271268139.00
INCY,19722578743.00
INDB,3655331748.00
INDI,1012505825.00
INDV,4317035772.00
INFY,75980561513.00
ING,82902283497.00
INGM,5098725887.00
INGR,6876502029.00
INOD,1859086491.00
INSM,43729592084.00
INSP,4068772453.00
INSW,2550239636.00
INTA,3625246784.00
INTC,177268500000.00
INTR,4018896123.00
INTU,184601472000.00
INVA,1555196490.00
INVH,16784503727.00
INVX,1626695868.00
IONQ,19400350403.00
IONS,13251125091.00
IOSP,1833788844.00
IOT,23352666072.00
IP,20662139344.00
IPAR,2633476111.00
IPGP,3490434496.00
IPX,1071118442.00
IQ,1964436050.00
IQV,38303876000.00
IR,31604880496.00
IRDM,1837239297.00
IREN,13407448398.00
IRM,25133974420.00
IRMD,1194770972.00
IRON,3540587694.00
IRS,1156744038.00
IRT,4005142449.00
IRTC,5842941583.00
ISRG,201577101990.00
IT,16729105355.00
ITGR,2474413644.00
ITRI,4541663948.00
ITT,14304420000.00
ITUB,78893163436.00
ITW,72345138000.00
IVT,2174895028.00
IVZ,11220792009.00
IX,32504794720.00
J,16711569568.00
JAMF,1726562991.00
JAZZ,10142305512.00
JBGS,1075915998.00
JBHT,17856772517.00
JBL,23367462349.00
JBLU,1691254848.00
JBS,33205202059.00
JBTM,7340956295.00
JCAP,1218853790.00
JCI,69791691801.00
JD,43220977627.00
JEF,12133407011.00
JHG,6852573459.00
JHX,8497517300.00
JJSF,1764096010.00
JKHY,13052491985.00
JKS,1308716460.00
JLL,15457185218.00
JMIA,1494046465.00
JNJ,487834072253.00
JOBY,14369702806.00
JOE,3568034509.00
JOYY,3220211222.00
JPM,860507111450.00
JSM,1957299983.00
JXN,6671241955.00
K,28930598101.00
KAI,3427201722.00
KALU,1721914594.00
KAR,2737339697.00
KARO,1374133984.00
KB,32637758812.00
KBDC,1054662480.00
KBH,4157245130.00
KBR,5662467513.00
KC,3225399988.00
KD,6004385396.00
KDK,1087244352.00
KDP,38828305713.00
KEN,3187422791.00
KEP,22019367841.00
KEX,6050346000.00
KEY,20885693346.00
KEYS,35929985978.00
KFY,3482952749.00
KGC,33002114000.00
KGS,3153558827.00
KHC,29106090688.00
KIM,13787692684.00
KKR,114476518446.00
KKRS,15456068129.00
KLAC,158732455691.00
KLAR,23365845653.00
KLIC,2490907910.00
KMB,34825222700.00
KMI,61937329258.00
KMPB,1367069181.00
KMPR,2303233472.00
KMT,2125281288.00
KMTS,1405042072.00
KMX,5712272173.00
KN,1993405604.00
KNF,4195981418.00
KNSA,3106868161.00
KNSL,8404145277.00
KNTK,5978646702.00
KNX,8267925270.00
KO,303048343130.00
KOD,1313479077.00
KOF,19167993540.00
KR,41841502306.00
KRC,4819774299.00
KRG,4897365109.00
KRMN,8796795479.00
KRP,1373414596.00
KRYS,6436289317.00
KSPI,14605183490.00
KSS,2533231933.00
KT,9125318956.00
KTB,4198429578.00
KTOS,13115546197.00
KURA,1042469866.00
KVUE,32549478868.00
KVYO,9052319494.00
KW,1336293578.00
KWR,2350788545.00
KYIV,3167447549.00
KYMR,4765184058.00
KYN,1697560179.00
L,21593858156.00
LAC,1650976287.00
LAD,7881502250.00
LADR,1394169221.00
LAMR,13420087865.00
LASR,1845563494.00
LAUR,4580233555.00
LAZ,6028561023.00
LB,4575238975.00
LBRDA,6619174464.00
LBRDK,6642132797.00
LBRDP,3499567440.00
LBRT,3185889946.00
LBTYA,3728143973.00
LBTYB,3819074314.00
LBTYK,3691098278.00
LC,2251837123.00
LCID,4586983667.00
LCII,2782771150.00
LDOS,24601892196.00
LEA,5650736429.00
LECO,13429138253.00
LEG,1543973615.00
LEGN,5107283084.00
LEN,32323853825.00
LEU,5074418476.00
LEVI,8672507848.00
LFMDP,1095091384.00
LFST,2512941815.00
LFUS,6449287916.00
LGIH,1168033251.00
LGN,5081453455.00
LGND,3710004220.00
LH,21676692000.00
LHX,52470194112.00
LI,18614814438.00
LIF,5920807119.00
LII,17702285259.00
LILA,1753752000.00
LILAK,1761760000.00
LIN,188521291509.00
LINE,8218426500.00
LION,2057078129.00
LITE,23244565000.00
LIVN,3489293175.00
LKFN,1502876453.00
LKQ,7389738593.00
LLY,959082367639.00
LLYVA,7365074845.00
LLYVK,7594831360.00
LMAT,1944189686.00
LMND,5739342874.00
LMT,103747201837.00
LNC,8080007187.00
LNG,44747309930.00
LNN,1274573833.00
LNT,16890997904.00
LNTH,4102709767.00
LOAR,6349475983.00
LOB,1505505566.00
LOGI,17493684817.00
LOMA,1437702482.00
LOPE,4355251083.00
LOW,138089420170.00
LPG,1071809612.00
LPL,4440000000.00
LPLA,29548289290.00
LPX,5723996060.00
LQDA,2950886783.00
LRCX,197309752700.00
LRN,2676253420.00
LSCC,10372512257.00
LSPD,1542000533.00
LSTR,4831612677.00
LTC,1686970823.00
LTH,5859010164.00
LTM,15594497252.00
LU,2209932000.00
LUCK,1184118309.00
LULU,20832739855.00
LUMN,9005152037.00
LUNR,2054497147.00
LUV,18519323415.00
LUXE,1324194026.00
LVS,44895329937.00
LW,8327704205.00
LXP,2880444163.00
LYB,13892037126.00
LYFT,8993438523.00
LYG,76624641935.00
LYV,32788657102.00
LZ,1675203938.00
LZB,1606647382.00
M,5993048362.00
MA,486992128329.00
MAA,15555480242.00
MAAS,1356011462.00
MAC,4446209938.00
MAIN,5373460829.00
MAN,1301413730.00
MANH,10762122914.00
MANU,2707133086.00
MAR,79432131320.00
MARA,4704613351.00
MAS,13375597992.00
MASI,7641346385.00
MAT,6567204000.00
MATX,3548287983.00
MAZE,2049888314.00
MBC,1422464543.00
MBIN,1589144312.00
MBINL,1056370259.00
MBINM,1142642026.00
MBLY,2555350247.00
MBX,1371316303.00
MC,5204414303.00
MCD,219728103149.00
MCHB,3353598934.00
MCHP,34977719096.00
MCHPP,31956621294.00
MCK,100491509897.00
MCO,87323232000.00
MCRI,1755130485.00
MCW,1719733948.00
MCY,4991069179.00
MD,1914206934.00
MDB,32290552945.00
MDGL,13313661518.00
MDLZ,72002003854.00
MDT,130752629074.00
MDU,3977289697.00
MDXG,1015980811.00
MEDP,15345202844.00
MELI,108469662720.00
MENS,2219247600.00
MEOH,2890951258.00
MESO,2202326400.00
MET,51413315918.00
META,1667404621243.00
METC,1201246701.00
MFAN,2563637489.00
MFAO,2581091168.00
MFC,59412633158.00
MFG,91467617332.00
MFIC,1142036333.00
MFICL,2346586093.00
MGA,13794807880.00
MGEE,2883882723.00
MGIC,1238775465.00
MGM,9679392912.00
MGNI,2065656356.00
MGRC,2542876401.00
MGY,4416905605.00
MH,3256575899.00
MHD,1742008535.00
MHK,6921519690.00
MHN,1542666824.00
MHO,3517497431.00
MIAX,3702036464.00
MIDD,6339725525.00
MIR,6471930345.00
MIRM,3676182348.00
MIY,1753909533.00
MKC,17025751807.00
MKL,25767658748.00
MKSI,10972133578.00
MKTX,6216934713.00
MLCO,3757283861.00
MLI,12546760576.00
MLKN,1094180941.00
MLM,37316853946.00
MLYS,3079335688.00
MMC,89751453926.00
MMI,1132647776.00
MMM,89920463875.00
MMS,4605809647.00
MMSI,4985716954.00
MMYT,8326879737.00
MNDY,7857681634.00
MNKD,1753371305.00
MNMD,1224470338.00
MNR,2091811313.00
MNSO,6002509473.00
MNST,71576574284.00
MO,97933698344.00
MOD,8419032509.00
MODG,2171665753.00
MOH,7739298000.00
MOMO,1118259497.00
MORN,8922568214.00
MOS,7649529836.00
MP,10952843849.00
MPC,57159561382.00
MPLX,56833600694.00
MPW,3374415000.00
MPWR,45642915180.00
MQ,2086070431.00
MQT,1487624710.00
MQY,1704817918.00
MRCY,4288144704.00
MRK,250411253657.00
MRNA,9958420761.00
MRP,5232430225.00
MRUS,7297765391.00
MRVL,83274939000.00
MRX,2638719860.00
MS,277954305401.00
MSA,6390007876.00
MSCI,40639219668.00
MSFT,3573784471630.00
MSGE,2433377545.00
MSGS,5391713109.00
MSI,61873516207.00
MSM,4599340131.00
MSTR,53450668247.00
MT,32763142496.00
MTB,30057306040.00
MTCH,7998058003.00
MTD,29065795830.00
MTDR,5546200091.00
MTG,6246848190.00
MTH,5106598459.00
MTN,5085581272.00
MTRN,2095069528.00
MTSI,14016962865.00
MTX,1825404478.00
MTZ,17288771782.00
MU,254406926833.00
MUA,1643825305.00
MUC,1591758440.00
MUE,1495062834.00
MUFG,193324728938.00
MUJ,1788124901.00
MUR,4639011293.00
MUSA,7456309906.00
MUX,1019874155.00
MVF,1035386798.00
MVST,1220840142.00
MVT,1597708939.00
MWA,3852443302.00
MXL,1599796591.00
MYD,1562005946.00
MYI,1645312929.00
MYRG,3573822072.00
MZTI,4525295040.00
NABL,1376975766.00
NAK,1154795354.00
NAMS,4065060323.00
NAN,3485701174.00
NATL,2747016735.00
NAVI,1213958477.00
NAVN,3639226474.00
NBHC,1472278759.00
NBIS,24477587827.00
NBIX,15376612746.00
NBTB,2187821371.00
NBTX,1034853889.00
NCLH,8558840793.00
NCNO,2792578971.00
NCV,1395367905.00
NCZ,1064859329.00
NDAQ,51555177646.00
NDSN,13395376498.00
NE,5167283769.00
NEE,173668821549.00
NEGG,1520111892.00
NEM,98999377636.00
NEO,1574649538.00
NEOG,1288580852.00
NESR,1413795000.00
NET,71509899835.00
NEU,7171601597.00
NEXT,1649712772.00
NFG,7430671123.00
NFLX,437376515155.00
NG,4048923531.00
NGD,6167343000.00
NGG,75326174444.00
NGL,1240881105.00
NGVT,1879120672.00
NHC,2119228407.00
NHI,3765347198.00
NI,19989720710.00
NIC,1914388291.00
NICE,6810110596.00
NIO,11252412896.00
NIQ,4507600000.00
NJR,4535487992.00
NKE,97103047535.00
NKTR,1173506269.00
NLY,15552620743.00
NMAX,1079519435.00
NMFCZ,2687741484.00
NMIH,2882547300.00
NMM,1661154301.00
NMR,23354066624.00
NMRK,3209536721.00
NN,2088502573.00
NNE,1520605212.00
NNI,4732392299.00
NNN,7718381922.00
NNNN,5875077696.00
NOC,78924197051.00
NOG,2404937378.00
NOK,34532038125.00
NOMD,1853107962.00
NOV,5945471895.00
NOVT,4200714943.00
NOVTU,1931856642.00
NOW,174484960000.00
NP,3446733950.00
NPKI,1093361405.00
NPO,4757273580.00
NRDS,1134326388.00
NRG,32456050139.00
NRIX,1385439517.00
NRP,1378186375.00
NSA,2279577919.00
NSC,66223222275.00
NSIT,2664245342.00
NSP,1355087223.00
NSSC,1459740781.00
NTAP,22973019765.00
NTB,2085500000.00
NTCT,1947785298.00
NTES,88483128206.00
NTLA,1128183479.00
NTNX,12663168330.00
NTR,29024600208.00
NTRA,33407781398.00
NTRS,25192324724.00
NTRSO,3691571043.00
NTSK,7519200517.00
NTST,1468178647.00
NU,85049324996.00
NUE,37198686434.00
NUTX,1108805710.00
NUVB,2848945828.00
NUVL,7769439565.00
NVA,1739263790.00
NVAWW,88410900452.00
NVAX,1114743106.00
NVCR,1316908097.00
NVDA,4456134000000.00
NVGS,1245687782.00
NVMI,9385087775.00
NVO,214275350000.00
NVR,21351591627.00
NVRI,1462232744.00
NVS,261561069113.00
NVST,3309900070.00
NVT,17470398479.00
NVTS,2031174826.00
NWBI,1802873642.00
NWE,4032599594.00
NWG,66820529509.00
NWL,1546848000.00
NWN,1918040411.00
NWS,16356763695.00
NWSA,14391481411.00
NXE,6480154672.00
NXPI,56918698361.00
NXST,5757124289.00
NXT,13451261607.00
NYAX,1731619961.00
NYT,10396830536.00
O,53547714581.00
OBDC,6873598788.00
OBK,1157737883.00
OC,9205474768.00
OCFC,1117933512.00
OCS,1041520679.00
OCSL,1196201402.00
OCUL,2648180077.00
ODD,2511156529.00
ODFL,32098701371.00
OFG,1783702787.00
OGE,8761492704.00
OGN,1856277992.00
OGS,4724924479.00
OHI,13567736390.00
OI,2131891799.00
OII,2717876748.00
OKE,47928567697.00
OKLO,17444985924.00
OKTA,15224075984.00
OLED,5774481078.00
OLLI,7249312372.00
OLMA,1897760272.00
OLN,2332644053.00
OMAB,4965173369.00
OMC,13541657247.00
OMCL,1777559036.00
OMDA,1007020937.00
OMF,7651396831.00
ON,22046313193.00
ONB,8757222930.00
ONBPO,9808402300.00
ONBPP,9827940950.00
ONC,36672042310.00
ONDS,3386144312.00
ONON,29521471038.00
ONTO,7814829781.00
OPCH,4745314246.00
OPEN,7229713942.00
OPENL,1115932099.00
OPENW,1611901921.00
OPK,1036396728.00
OPRA,1199311444.00
OR,6442153520.00
ORA,6824579606.00
ORC,1109015890.00
ORCL,609064561620.00
ORI,10803667000.00
ORIC,1109263888.00
ORKA,1497297546.00
ORLA,4680370949.00
ORLY,83996798195.00
OS,4566594508.00
OSBC,1033896867.00
OSCR,4547271120.00
OSIS,4601173362.00
OSK,8281255443.00
OSW,2040067144.00
OTEX,8510413868.00
OTF,6804445745.00
OTIS,33870204610.00
OTTR,3461395952.00
OUST,1559535642.00
OUT,3896565132.00
OVV,10707771917.00
OWL,25047678469.00
OXLC,2652608000.00
OXLCL,4195044000.00
OXLCN,4221952000.00
OXLCO,4079600000.00
OXLCP,4274032000.00
OXLCZ,4249728000.00
OXSQG,1535282893.00
OXY,42038929219.00
OZK,5309478675.00
OZKAP,1873534346.00
PAA,12536695373.00
PAAS,18654477400.00
PAC,11547611071.00
PACS,4931810885.00
PAG,10775776278.00
PAGP,3740085544.00
PAGS,3418039357.00
PAHC,1652555198.00
PAM,4957252727.00
PANW,136388960000.00
PAR,1399172873.00
PARR,2216829175.00
PATH,9813280037.00
PATK,3559543989.00
PAX,2450168576.00
PAY,4578140506.00
PAYC,9348532491.00
PAYO,2038838539.00
PAYX,40223568892.00
PB,6671276361.00
PBA,22806134000.00
PBF,3866989550.00
PBH,2887925641.00
PBI,1581825552.00
PBR,83003438987.00
PCAR,56984672952.00
PCG,41017776050.00
PCH,3003528260.00
PCOR,11938530549.00
PCRX,1031650175.00
PCT,1735310014.00
PCTY,7956029104.00
PCVX,6030851536.00
PD,1102239416.00
PDD,165843099691.00
PDFS,1143900163.00
PDI,4402359900.00
PDM,1044716742.00
PDO,1874107000.00
PEB,1225696837.00
PEBO,1083584927.00
PECO,4382872000.00
PEG,40316666642.00
PEGA,9674198631.00
PEN,11541876805.00
PENG,1145990383.00
PENN,1904142100.00
PEP,200875937323.00
PFBC,1367045926.00
PFE,146122684086.00
PFG,18878291929.00
PFGC,14581960713.00
PFH,6151110000.00
PFS,2616366352.00
PFSI,6889582543.00
PG,339667588683.00
PGEN,1326841871.00
PGNY,2082011444.00
PGR,133164948323.00
PGRE,1460085070.00
PGY,2050686405.00
PH,110244271448.00
PHAR,1186620424.00
PHAT,1045735068.00
PHG,24662739440.00
PHI,4716497568.00
PHIN,2086668345.00
PHM,24927919400.00
PHR,1231242420.00
PHVS,1508915102.00
PI,4720810806.00
PII,3696640445.00
PINS,18395438758.00
PIPR,5990935816.00
PJT,4150228573.00
PK,2094933953.00
PKG,17692190684.00
PKX,17271799768.00
PL,3984523659.00
PLAB,1417291093.00
PLBL,3944904100.00
PLD,119062172060.00
PLMR,3180733074.00
PLNT,9112942654.00
PLPC,1064735400.00
PLTK,1586955590.00
PLTR,424060993257.00
PLUG,3106153323.00
PLUS,2384786615.00
PLXS,3992333021.00
PM,231285385326.00
PMT,1101630207.00
PMTU,2243288051.00
PNC,77753256080.00
PNFP,7398371334.00
PNFPP,1947143971.00
PNR,17164396793.00
PNTG,1001142257.00
PNW,10542330344.00
PODD,22223992016.00
PONY,5187271274.00
POOL,9011395169.00
POR,5481586631.00
POST,5103868532.00
POWI,2024196806.00
POWL,4074185525.00
POWWP,2822370931.00
PPC,9399752478.00
PPG,22590348000.00
PPL,25269490286.00
PPTA,3137002835.00
PR,12315069241.00
PRA,1226729522.00
PRAX,4750612275.00
PRCH,1192309528.00
PRCT,1979778408.00
PRDO,1834477016.00
PRG,1168572273.00
PRGO,1856547881.00
PRGS,1859185138.00
PRH,8729600000.00
PRI,8060719608.00
PRIM,6800511697.00
PRK,2546796701.00
PRKS,1967640539.00
PRLB,1223717542.00
PRM,4149260234.00
PRMB,6013441684.00
PRO,1121957429.00
PRS,8411040000.00
PRU,42966172573.00
PRVA,2952036696.00
PSA,48538333563.00
PSEC,1257332343.00
PSF,1001445239.00
PSIX,1408261642.00
PSKY,16348934599.00
PSMT,3945731608.00
PSN,8994025636.00
PSNY,1335221338.00
PSO,8436706887.00
PSTG,23727561798.00
PSX,56175264642.00
PTA,1076174208.00
PTC,21321514589.00
PTCT,6250444544.00
PTEN,2457488316.00
PTGX,5459493112.00
PTON,2740810456.00
PTRN,2062874214.00
PUK,37447026988.00
PUMP,1155242031.00
PVH,3712922379.00
PVLA,1110262762.00
PWP,1659838752.00
PWR,69315028913.00
PX,1083648637.00
PXED,1221827042.00
PYPL,57757795059.00
PZZA,1388959662.00
Q,17481798171.00
QBTS,10058999400.00
QCOM,186728850000.00
QCRH,1459237669.00
QDEL,1889855443.00
QFIN,2522404000.00
QGEN,10174746082.00
QLYS,5365478626.00
QRVO,8220554061.00
QS,7798993203.00
QSR,32713418880.00
QTWO,4542804863.00
QUBT,3043594468.00
QURE,1416512417.00
QXO,13878988080.00
R,7268179885.00
RACE,95309987929.00
RAL,5824164848.00
RAMP,1829904265.00
RAPP,1367874661.00
RARE,3525290371.00
RBA,18221956156.00
RBC,14010823323.00
RBCAA,1347101455.00
RBLX,66830327617.00
RBRK,13907015185.00
RCB,4043519018.00
RCC,4088462527.00
RCI,20285459189.00
RCL,70706292250.00
RCUS,2727411519.00
RDDT,42210181654.00
RDN,4705535019.00
RDNT,6255025409.00
RDW,1014025808.00
RDWR,1009536529.00
RDY,11799198861.00
REAL,1658063256.00
REG,12632970550.00
REGCO,4133562103.00
REGCP,4353043276.00
REGN,75965892579.00
RELX,73944047647.00
RELY,2811667772.00
RERE,1173819240.00
RES,1277126210.00
REVG,2771745314.00
REX,1159329120.00
REXR,9589460623.00
REYN,5079460275.00
REZI,5127736832.00
RF,23158308259.00
RGA,12657141374.00
RGC,7911822528.00
RGEN,9330754554.00
RGLD,17142090576.00
RGTI,9920583905.00
RGTIW,6141785312.00
RH,2998086496.00
RHI,2712807143.00
RHLD,1680900506.00
RHP,5793854645.00
RIG,4879384538.00
RIO,92478973196.00
RIOT,5796474030.00
RITM,6295674171.00
RIVN,22139990857.00
RJF,31979181506.00
RKLB,26371298160.00
RKT,54600107333.00
RL,21646895686.00
RLAY,1386579080.00
RLI,5801396037.00
RLJ,1098388517.00
RLX,3769897368.00
RMBS,10636909642.00
RMD,36711982604.00
RNA,10779342583.00
RNG,2533749208.00
RNR,12388705296.00
RNST,3435022959.00
RNW,2724396271.00
ROAD,5956775953.00
ROCK,1467384022.00
ROG,1568248313.00
ROIV,14730512406.00
ROK,45346170976.00
ROKU,13968452430.00
ROL,29242502637.00
ROOT,1264135411.00
ROP,47874976115.00
ROST,57594319446.00
RPD,1055550109.00
RPM,13462965285.00
RPRX,22598871889.00
RQI,1575343786.00
RRC,9401613060.00
RRR,5962832541.00
RRX,9390155349.00
RS,15063351171.00
RSG,66593321417.00
RSI,4278548198.00
RTO,7129694000.00
RTX,229687641384.00
RUM,3357137906.00
RUMBW,1155429458.00
RUN,4257967507.00
RUSHA,4214040685.00
RUSHB,4311934075.00
RVLV,1851836715.00
RVMD,15171738296.00
RVT,1760774022.00
RVTY,11626669934.00
RWTN,3211203080.00
RWTO,3200865203.00
RXO,2336953057.00
RXRX,2557600918.00
RY,224818036633.00
RYAAY,34189409271.00
RYAN,14812968559.00
RYN,3299612377.00
RYTM,7054001119.00
RZB,1633645888.00
RZC,1680959848.00
RZLV,1089494523.00
S,5661291258.00
SA,3183802925.00
SAFT,1115117823.00
SAH,2217807192.00
SAIA,8750242584.00
SAIC,4684579482.00
SAIL,11049210546.00
SAM,2068789229.00
SAN,162500226733.00
SANA,1379776502.00
SANM,8771690474.00
SAP,301560933829.00
SARO,8900253725.00
SATA,74706453512.00
SATS,21446785468.00
SBAC,20243904730.00
SBCF,3192132502.00
SBET,2195096012.00
SBGI,1020864550.00
SBH,1515113699.00
SBLK,2401114386.00
SBR,1150747701.00
SBRA,4750111271.00
SBS,18372745252.00
SBSW,8739376428.00
SBUX,96653500000.00
SCCD,1150417598.00
SCCE,1098341082.00
SCCF,1104969002.00
SCCG,1112543768.00
SCCO,113666246609.00
SCHW,168862301253.00
SCI,10656586607.00
SCL,1018081865.00
SCS,1862255681.00
SDGR,1356903829.00
SDHC,1064573639.00
SDRL,2030279266.00
SE,80165419263.00
SEB,4208585287.00
SEDG,1910013629.00
SEE,6220369657.00
SEI,3774749638.00
SEIC,9948202063.00
SEM,1860978393.00
SEMR,1766334736.00
SEPN,1171292863.00
SEZL,2278694965.00
SF,12696974717.00
SFB,2166086425.00
SFBS,3916931716.00
SFD,8668135278.00
SFL,1150066036.00
SFM,8300744675.00
SFNC,2719243723.00
SGHC,5632802786.00
SGI,18937869266.00
SGML,1111612110.00
SGRY,2247960119.00
SHAK,3420192845.00
SHC,4704595464.00
SHCO,1726863003.00
SHEL,216475858688.00
SHG,27095427392.00
SHLS,1327390155.00
SHO,1695835121.00
SHOO,3130830505.00
SHOP,211210927550.00
SHW,83136047455.00
SID,2360447226.00
SIG,3481472077.00
SIGI,4657542844.00
SIGIP,1017893605.00
SII,2357346000.00
SILA,1288151035.00
SIM,4530141189.00
SIMO,3093193643.00
SION,1824424853.00
SIRI,7264682913.00
SITE,5800880688.00
SITM,9148009809.00
SJM,10627821912.00
SKE,2607139503.00
SKM,7782838200.00
SKT,3713448729.00
SKWD,1923959585.00
SKY,4664166798.00
SKYW,4095811307.00
SLAB,4558017173.00
SLB,56948368966.00
SLDE,1991122580.00
SLDP,1033437514.00
SLF,32179803835.00
SLG,3103120959.00
SLGN,4074558658.00
SLI,1124667572.00
SLM,6123645654.00
SLMBP,15024860026.00
SLNO,2829444117.00
SLSR,1265078775.00
SLVM,1887514980.00
SM,2318576846.00
SMA,1808733484.00
SMCI,20434321883.00
SMFG,121324179799.00
SMG,3173506592.00
SMMT,14002964140.00
SMTC,7244035662.00
SN,14927353293.00
SNA,18001375704.00
SNAP,13342222821.00
SNDK,31261258612.00
SNDR,4440338691.00
SNDX,1715698902.00
SNEX,4874355030.00
SNN,13905733587.00
SNOW,79540076000.00
SNPS,86139089617.00
SNV,6965851763.00
SNX,12581334219.00
SNY,120074563597.00
SO,96159485939.00
SOBO,5718559060.00
SOFI,35694730102.00
SOJC,23728022569.00
SOJD,22044950036.00
SOJE,19505161433.00
SOLS,7453841334.00
SOLV,14788138710.00
SOMN,54471656583.00
SON,4072557107.00
SONO,2255714613.00
SONY,170447314926.00
SOUN,5377227021.00
SOUNW,2201302312.00
SPB,1330988386.00
SPG,59848491399.00
SPGI,150488572000.00
SPH,1272866644.00
SPHR,2922608240.00
SPNS,2419357970.00
SPNT,2551231738.00
SPOT,114350598117.00
SPR,4631589982.00
SPSC,3153611531.00
SPXC,10377759722.00
SQM,17329645811.00
SR,4862970686.00
SRAD,6830680912.00
SRCE,1562843668.00
SRE,58787024596.00
SREA,13960866544.00
SRPT,2391243607.00
SRRK,4610737056.00
SSB,9254449287.00
SSD,7008275846.00
SSII,1227558085.00
SSL,3987163139.00
SSNC,21430486531.00
SSRM,4309714181.00
ST,4833620427.00
STAA,1323135950.00
STAG,7258975221.00
STBA,1533868925.00
STC,2159545083.00
STE,25618332289.00
STEL,1636464183.00
STEP,7380479471.00
STGW,1416904537.00
STLA,34105028583.00
STLD,24549920146.00
STM,23047180969.00
STN,10835223855.00
STNE,4271357091.00
STNG,2792331359.00
STOK,1773487508.00
STRA,1883861630.00
STRC,28218136777.00
STRD,23025654786.00
STRF,31830173226.00
STRK,24994027870.00
STRL,10207740454.00
STT,34039806575.00
STUB,4122291902.00
STVN,6941150925.00
STWD,6777063321.00
STX,56727441556.00
STZ,24157090768.00
SU,53780709577.00
SUI,15746695971.00
SUN,8353107574.00
SUNC,10603406580.00
SUPN,2586004685.00
SUPV,1046807557.00
SUZ,11743652643.00
SVM,1725037354.00
SVRA,1296090173.00
SVV,1395111137.00
SW,19033815148.00
SWK,11184243250.00
SWKS,10260390721.00
SWX,5703972015.00
SXI,2954366696.00
SXT,4011145719.00
SYBT,1984153193.00
SYF,28957756279.00
SYK,139336056149.00
SYM,36186124343.00
SYNA,2960906144.00
SYRE,2600112276.00
SYY,35167555953.00
T,180001122678.00
TAC,4242350000.00
TAK,44943433890.00
TAL,6771240748.00
TALO,2002467734.00
TAP,8560821623.00
TARS,3473610262.00
TASK,1097669919.00
TBB,159453596204.00
TBBB,3827472947.00
TBBK,2883192213.00
TBLA,1141364529.00
TCBI,4287758375.00
TCBK,1584292607.00
TCOM,46460613393.00
TD,146956120320.00
TDC,2772700000.00
TDG,76598906098.00
TDOC,1380743091.00
TDS,4502190000.00
TDW,2949007842.00
TDY,24320611266.00
TE,1085189315.00
TEAM,41187411281.00
TECH,9900339022.00
TECK,21910416000.00
TEF,23757976911.00
TEL,68666711909.00
TEM,13579661079.00
TENB,3180524689.00
TEO,5543592938.00
TER,31107107225.00
TERN,2443864459.00
TEVA,32594296166.00
TEX,3298368000.00
TFC,60815369625.00
TFII,7879057520.00
TFIN,1451468533.00
TFPM,6773151782.00
TFSL,3963649467.00
TFX,5252947335.00
TGB,1928197652.00
TGLS,2390875358.00
TGNA,3103564324.00
TGS,4769494076.00
TGT,41472539825.00
TGTX,4981871572.00
THC,18643923900.00
THG,6350314215.00
THO,5391128888.00
THR,1240369633.00
THRM,1131261985.00
THS,1198365000.00
TIC,2097522871.00
TIGO,8928356303.00
TIGR,1683932041.00
TILE,1623259153.00
TIMB,10835520494.00
TJX,166903204379.00
TKC,5095200000.00
TKO,39185915850.00
TKR,5764696463.00
TLK,21714437879.00
TLN,16809922556.00
TLX,3273605463.00
TM,258721130550.00
TMC,3225237951.00
TMDX,4737586675.00
TME,28995492315.00
TMHC,6129314321.00
TMO,216122303859.00
TMP,1031302145.00
TMUS,232660563274.00
TNC,1346215718.00
TNDM,1404186855.00
TNET,2772312437.00
TNGX,1332480580.00
TNK,1907179636.00
TNL,4393410340.00
TOL,13595785980.00
TOST,20697600000.00
TOWN,2555643553.00
TPB,1881902301.00
TPC,3620296543.00
TPG,22998018052.00
TPGXL,9206378432.00
TPH,2894913779.00
TPL,21135312348.00
TPR,23547000465.00
TR,2753785550.00
TREX,3671331256.00
TRGP,38642834691.00
TRI,59464319450.00
TRIN,1120113654.00
TRINI,1796526788.00
TRINZ,1793714222.00
TRIP,1758301419.00
TRMB,19580895173.00
TRMD,2080504865.00
TRMK,2380942306.00
TRN,2215387850.00
TRNO,6453929695.00
TROW,23087292230.00
TRP,57057210000.00
TRS,1329926355.00
TRU,16349698000.00
TRUP,1599628013.00
TRV,63093487498.00
TRVI,1727259905.00
TS,22411906209.00
TSAT,1012706100.00
TSCO,28734587496.00
TSEM,12859834609.00
TSHA,1386032027.00
TSLA,1511684585977.00
TSLX,2105324649.00
TSM,1519295109599.00
TSN,19820456613.00
TT,89881905271.00
TTAM,2916614196.00
TTAN,8884969770.00
TTC,6979528039.00
TTD,19029458016.00
